"kinship","gdp_label","log_gdppc_c","log_pop","trade","log_oilrent","Not Free","Partly Free","Free"
0.1,"Low GDP",-1.19361482175703,16.2469625417565,95.5500016441161,0.50966613649132,0.635682897805782,0.315629059939989,0.0486880422542291
0.9,"Low GDP",-1.19361482175703,16.2469625417565,95.5500016441161,0.50966613649132,0.496518531165206,0.407030091919745,0.0964513769150486
0.1,"Average GDP",0,16.2469625417565,95.5500016441161,0.50966613649132,0.14236399836458,0.45286160956231,0.40477439207311
0.9,"Average GDP",0,16.2469625417565,95.5500016441161,0.50966613649132,0.274147284439062,0.487139874303189,0.238712841257749
0.1,"High GDP",1.13019379317935,16.2469625417565,95.5500016441161,0.50966613649132,0.00795037663568587,0.127624449057147,0.864425174307167
0.9,"High GDP",1.13019379317935,16.2469625417565,95.5500016441161,0.50966613649132,0.122927718452439,0.436805026828434,0.440267254719127
